No,RC ID,WB In,Lorry Number,check In,check In Time,Check In Time Difference,BDM,WB Out,check Out,check Out Time,BTM,Nett Weight,Adjustment,Accepted Weight
12,RC-14-00016,WB01,J8363,30/5/2025,0.320833333,,64250,WB01,30/5/2025,0.338194444,18500,45750,0,45750
17,RC-14-00020,WB01,B5288,30/5/2025,0.327083333,,54700,WB01,30/5/2025,0.35,20400,34300,0,34300
20,RC-13-00003,WB01,K9182,30/5/2025,0.329861111,,62800,WB02,30/5/2025,0.354861111,19950,42850,0,42850
26,RC-13-00006,WB01,C9182,30/5/2025,0.357638889,,63100,WB02,30/5/2025,0.373611111,19850,43250,0,43250
27,RC-13-00007,WB01,W5509,30/5/2025,0.3625,,63650,WB02,30/5/2025,0.377083333,19850,43800,0,43800
28,RC-13-00008,WB01,6838V,30/5/2025,0.372222222,,64350,WB02,30/5/2025,0.384722222,18450,45900,0,45900
29,RC-14-00027,WB01,D6838,30/5/2025,0.376388889,,60900,WB01,30/5/2025,0.390277778,18500,42400,0,42400
31,RC-14-00028,WB01,D8386,30/5/2025,0.374305556,,62050,WB01,30/5/2025,0.391666667,18250,43800,0,43800
32,RC-14-00029,WB01,J6838,30/5/2025,0.377777778,,64650,WB01,30/5/2025,0.393055556,18400,46250,0,46250
33,RC-14-00030,WB01,U3738,30/5/2025,0.38125,,58650,WB01,30/5/2025,0.395138889,18450,40200,0,40200
34,RC-13-00010,WB01,T9182,30/5/2025,0.384722222,,57600,WB02,30/5/2025,0.398611111,18200,39400,0,39400
35,RC-13-00011,WB01,K8386,30/5/2025,0.381944444,,65850,WB02,30/5/2025,0.4,18350,47500,0,47500
36,RC-13-00012,WB01,Y398,30/5/2025,0.386805556,,52550,WB02,30/5/2025,0.401388889,19750,32800,0,32800
37,RC-14-00031,WB01,T9693,30/5/2025,0.379861111,,51750,WB01,30/5/2025,0.402083333,15100,36650,0,36650
39,RC-14-00033,WB01,C511,30/5/2025,0.388194444,,54550,WB01,30/5/2025,0.408333333,18100,36450,0,36450
43,RC-14-00037,WB01,U5509,30/5/2025,0.4,,60050,WB01,30/5/2025,0.417361111,18400,41650,0,41650
44,RC-13-00013,WB01,J9301,30/5/2025,0.403472222,,51350,WB02,30/5/2025,0.417361111,15350,36000,0,36000
45,RC-13-00014,WB01,6838J,30/5/2025,0.404861111,,62900,WB02,30/5/2025,0.418055556,19100,43800,0,43800
46,RC-14-00038,WB01,D1759,30/5/2025,0.398611111,,58600,WB01,30/5/2025,0.420833333,19250,39350,0,39350
53,RC-14-00043,WB01,Y511,30/5/2025,0.418055556,,47300,WB01,30/5/2025,0.436805556,15500,31800,0,31800
55,RC-13-00018,WB01,W2206,30/5/2025,0.428472222,,59250,WB02,30/5/2025,0.442361111,18600,40650,0,40650
56,RC-13-00019,WB01,9483X,30/5/2025,0.43125,,49450,WB02,30/5/2025,0.444444444,14950,34500,0,34500
57,RC-13-00020,WB01,W3868,30/5/2025,0.433333333,,65950,WB02,30/5/2025,0.445833333,18100,47850,0,47850
61,RC-13-00021,WB01,Q8386,30/5/2025,0.438888889,,67100,WB02,30/5/2025,0.454861111,19150,47950,0,47950
62,RC-13-00022,WB01,K9182,30/5/2025,0.441666667,,62700,WB02,30/5/2025,0.45625,19950,42750,0,42750
64,RC-14-00047,WB01,U5519,30/5/2025,0.445138889,,59450,WB01,30/5/2025,0.463888889,19350,40100,0,40100
65,RC-14-00048,WB01,K1390,30/5/2025,0.446527778,,57650,WB01,30/5/2025,0.466666667,18000,39650,0,39650
66,RC-14-00049,WB01,B5288,30/5/2025,0.44375,,58350,WB01,30/5/2025,0.469444444,19150,39200,0,39200
67,RC-14-00050,WB01,6838V,30/5/2025,0.45625,,61900,WB01,30/5/2025,0.471527778,18050,43850,0,43850
68,RC-13-00024,WB01,C9182,30/5/2025,0.454861111,,60300,WB02,30/5/2025,0.474305556,19800,40500,0,40500
69,RC-13-00025,WB01,W5509,30/5/2025,0.459027778,,64850,WB02,30/5/2025,0.485416667,20000,44850,0,44850
70,RC-13-00026,WB01,Y730,30/5/2025,0.459722222,,54500,WB02,30/5/2025,0.488194444,19100,35400,0,35400
71,RC-14-00051,WB01,8386V,30/5/2025,0.461111111,,63750,WB01,30/5/2025,0.488888889,18400,45350,0,45350
73,RC-14-00053,WB01,H869,30/5/2025,0.465277778,,56700,WB01,30/5/2025,0.493055556,19100,37600,0,37600
75,RC-13-00027,WB01,L8368,30/5/2025,0.474305556,,65300,WB02,30/5/2025,0.508333333,18350,46950,0,46950
76,RC-14-00055,WB01,W8683,30/5/2025,0.480555556,,67000,WB01,30/5/2025,0.5125,17900,49100,0,49100
77,RC-14-00056,WB01,J1831,30/5/2025,0.481944444,,53050,WB01,30/5/2025,0.513194444,19500,33550,0,33550
78,RC-14-00057,WB01,T9182,30/5/2025,0.484027778,,57850,WB01,30/5/2025,0.515277778,18950,38900,0,38900
80,RC-14-00058,WB01,Y398,30/5/2025,0.484722222,,53000,WB01,30/5/2025,0.51875,19200,33800,0,33800
82,RC-13-00029,WB01,K8386,30/5/2025,0.486111111,,64850,WB02,30/5/2025,0.521527778,18300,46550,0,46550
84,RC-14-00062,WB01,U5509,30/5/2025,0.5,,61150,WB01,30/5/2025,0.531944444,18750,42400,0,42400
85,RC-14-00063,WB01,C511,30/5/2025,0.497222222,,55500,WB01,30/5/2025,0.532638889,17950,37550,0,37550
86,RC-14-00064,WB01,D6838,30/5/2025,0.521527778,,57950,WB01,30/5/2025,0.534722222,20300,37650,0,37650
89,RC-14-00066,WB01,D8386,30/5/2025,0.527083333,,62650,WB01,30/5/2025,0.551388889,18300,44350,0,44350
90,RC-14-00067,WB01,T9693,30/5/2025,0.530555556,,51350,WB01,30/5/2025,0.552083333,15500,35850,0,35850
91,RC-13-00032,WB01,T511,30/5/2025,0.529861111,,42200,WB02,30/5/2025,0.552777778,14750,27450,0,27450
92,RC-14-00068,WB01,D1759,30/5/2025,0.526388889,,60650,WB01,30/5/2025,0.554166667,19350,41300,0,41300
93,RC-14-00069,WB01,D6838,30/5/2025,0.525,,65250,WB01,30/5/2025,0.555555556,18400,46850,0,46850
94,RC-13-00033,WB01,Y511,30/5/2025,0.528472222,,48900,WB02,30/5/2025,0.55625,15550,33350,0,33350
100,RC-14-00072,WB01,J9301,30/5/2025,0.546527778,,49000,WB01,30/5/2025,0.564583333,15250,33750,0,33750
103,RC-14-00075,WB01,L826,30/5/2025,0.54375,,58200,WB01,30/5/2025,0.570833333,19350,38850,0,38850
105,RC-14-00076,WB01,U3738,30/5/2025,0.55,,61650,WB01,30/5/2025,0.577083333,18350,43300,0,43300
106,RC-13-00038,WB01,W5509,30/5/2025,0.548611111,,63550,WB02,30/5/2025,0.577777778,19850,43700,0,43700
108,RC-14-00077,WB01,V6838,30/5/2025,0.558333333,,64900,WB01,30/5/2025,0.579861111,20250,44650,0,44650
110,RC-14-00079,WB01,K9182,30/5/2025,0.563888889,,59450,WB01,30/5/2025,0.589583333,19950,39500,0,39500
114,RC-14-00081,WB01,C9182,30/5/2025,0.573611111,,63100,WB01,30/5/2025,0.596527778,19750,43350,0,43350
115,RC-14-00082,WB01,W2206,30/5/2025,0.575694444,,62100,WB01,30/5/2025,0.597222222,18350,43750,0,43750
116,RC-13-00042,WB01,W8683,30/5/2025,0.590972222,,57550,WB02,30/5/2025,0.604861111,18200,39350,0,39350
118,RC-14-00083,WB01,Y8595,30/5/2025,0.602777778,,52600,WB01,30/5/2025,0.615277778,17250,35350,0,35350
119,RC-14-00084,WB01,Y160,30/5/2025,0.60625,,54000,WB01,30/5/2025,0.620138889,17200,36800,0,36800
121,RC-13-00045,WB01,X6838,30/5/2025,0.607638889,,57250,WB02,30/5/2025,0.622222222,18600,38650,0,38650
122,RC-14-00085,WB01,6838V,30/5/2025,0.613888889,,64100,WB01,30/5/2025,0.626388889,18350,45750,0,45750
125,RC-14-00086,WB01,8386V,30/5/2025,0.618055556,,65450,WB01,30/5/2025,0.631944444,18450,47000,0,47000
126,RC-14-00087,WB01,U5509,30/5/2025,0.620833333,,60150,WB01,30/5/2025,0.634722222,18600,41550,0,41550
127,RC-14-00088,WB01,L8368,30/5/2025,0.627777778,,62950,WB01,30/5/2025,0.640277778,18300,44650,0,44650
128,RC-14-00089,WB01,D8386,30/5/2025,0.6375,,62900,WB01,30/5/2025,0.649305556,19100,43800,0,43800
129,RC-14-00090,WB01,T6838,30/5/2025,0.638888889,,60100,WB01,30/5/2025,0.652083333,20700,39400,0,39400
132,RC-14-00092,WB01,D6838,30/5/2025,0.650694444,,66350,WB01,30/5/2025,0.672222222,19100,47250,0,47250
133,RC-14-00093,WB01,J9301,30/5/2025,0.653472222,,51150,WB01,30/5/2025,0.672916667,15250,35900,0,35900
136,RC-14-00095,WB01,K8386,30/5/2025,0.661111111,,63850,WB01,30/5/2025,0.678472222,18150,45700,0,45700
137,RC-13-00050,WB01,6838J,30/5/2025,0.663888889,,62600,WB02,30/5/2025,0.679166667,19200,43400,0,43400
139,RC-14-00096,WB01,D8386,30/5/2025,0.667361111,,62350,WB01,30/5/2025,0.684027778,18400,43950,0,43950
140,RC-13-00052,WB01,W5509,30/5/2025,0.668055556,,62100,WB02,30/5/2025,0.685416667,19800,42300,0,42300
141,RC-14-00097,WB01,C511,30/5/2025,0.665972222,,59350,WB01,30/5/2025,0.686805556,17800,41550,0,41550
142,RC-13-00053,WB01,J3721,30/5/2025,0.671527778,,49200,WB02,30/5/2025,0.688888889,15050,34150,0,34150
143,RC-14-00098,WB01,J8363,30/5/2025,0.673611111,,64800,WB01,30/5/2025,0.689583333,18300,46500,0,46500
145,RC-14-00099,WB01,T511,30/5/2025,0.675,,41450,WB01,30/5/2025,0.691666667,14700,26750,0,26750
146,RC-14-00100,WB01,V6838,30/5/2025,0.677083333,,63600,WB01,30/5/2025,0.693055556,20250,43350,0,43350
148,RC-14-00101,WB01,A1390,30/5/2025,0.682638889,,58700,WB01,30/5/2025,0.700694444,17900,40800,0,40800
149,RC-14-00102,WB01,U3738,30/5/2025,0.688194444,,61800,WB01,30/5/2025,0.701388889,18200,43600,0,43600
152,RC-14-00105,WB01,T9955,30/5/2025,0.695138889,,55800,WB01,30/5/2025,0.713888889,16750,39050,0,39050
153,RC-13-00056,WB01,K9182,30/5/2025,0.699305556,,62650,WB02,30/5/2025,0.713888889,19850,42800,0,42800
155,RC-14-00107,WB01,L826,30/5/2025,0.704166667,,60100,WB01,30/5/2025,0.720138889,19000,41100,0,41100
160,RC-14-00109,WB01,L8368,30/5/2025,0.717361111,,66300,WB01,30/5/2025,0.729861111,18200,48100,0,48100
163,RC-14-00112,WB01,8386V,30/5/2025,0.740972222,,61300,WB01,30/5/2025,0.750694444,18150,43150,0,43150
165,RC-14-00115,WB01,U5509,30/5/2025,0.742361111,,60650,WB01,30/5/2025,0.7625,18650,42000,0,42000
166,RC-13-00060,WB01,T9182,30/5/2025,0.743055556,,56900,WB02,30/5/2025,0.763194444,18100,38800,0,38800
167,RC-14-00116,WB01,W2206,30/5/2025,0.747222222,,60950,WB01,30/5/2025,0.763194444,18250,42700,0,42700
168,RC-14-00117,WB01,Y398,30/5/2025,0.747916667,,54350,WB01,30/5/2025,0.765277778,18950,35400,0,35400
174,RC-13-00064,WB01,E9739,30/5/2025,0.773611111,,61650,WB02,30/5/2025,0.788194444,17400,44250,0,44250
175,RC-14-00120,WB01,D6838,31/5/2025,0.290972222,,71700,WB01,31/5/2025,0.30625,19100,52600,0,52600
177,RC-13-00066,WB01,K8386,31/5/2025,0.292361111,,64950,WB02,31/5/2025,0.310416667,18300,46650,0,46650
179,RC-13-00067,WB01,M8386,31/5/2025,0.29375,,60650,WB02,31/5/2025,0.3125,19400,41250,0,41250
180,RC-13-00068,WB01,Y730,31/5/2025,0.295138889,,59300,WB02,31/5/2025,0.315972222,19050,40250,0,40250
183,RC-13-00071,WB01,6838J,31/5/2025,0.296527778,,62200,WB02,31/5/2025,0.320833333,19200,43000,0,43000
185,RC-13-00072,WB01,X6838,31/5/2025,0.297916667,,65200,WB02,31/5/2025,0.322916667,18650,46550,0,46550
188,RC-14-00124,WB01,J3721,31/5/2025,0.308333333,,47400,WB01,31/5/2025,0.330555556,15250,32150,0,32150
189,RC-13-00074,WB01,N2573,31/5/2025,0.313194444,,53350,WB02,31/5/2025,0.331944444,18150,35200,0,35200
191,RC-13-00075,WB01,K3182,31/5/2025,0.315972222,,43400,WB02,31/5/2025,0.336111111,14550,28850,0,28850
192,RC-14-00126,WB01,J1831,31/5/2025,0.317361111,,52350,WB01,31/5/2025,0.338194444,19200,33150,0,33150
193,RC-14-00127,WB01,Y398,31/5/2025,0.318055556,,53250,WB01,31/5/2025,0.340277778,19200,34050,0,34050
194,RC-14-00128,WB01,A863,31/5/2025,0.319444444,,37000,WB01,31/5/2025,0.344444444,14200,22800,0,22800
196,RC-14-00130,WB01,T9955,31/5/2025,0.320138889,,60000,WB01,31/5/2025,0.347222222,16900,43100,0,43100
197,RC-14-00131,WB01,V6838,31/5/2025,0.331944444,,61300,WB01,31/5/2025,0.351388889,20300,41000,0,41000
199,RC-14-00133,WB01,W5509,31/5/2025,0.329166667,,63450,WB01,31/5/2025,0.353472222,19900,43550,0,43550
201,RC-13-00076,WB01,D6838,31/5/2025,0.354166667,,63400,WB02,31/5/2025,0.369444444,18450,44950,0,44950
203,RC-14-00136,WB01,D8386,31/5/2025,0.355555556,,65550,WB01,31/5/2025,0.372222222,18400,47150,0,47150
204,RC-13-00077,WB01,E9739,31/5/2025,0.357638889,,65850,WB02,31/5/2025,0.374305556,17400,48450,0,48450
206,RC-14-00137,WB01,T9693,31/5/2025,0.3625,,51800,WB01,31/5/2025,0.377083333,15300,36500,0,36500
208,RC-14-00139,WB01,N8836,31/5/2025,0.363888889,,62650,WB01,31/5/2025,0.379861111,18950,43700,0,43700
209,RC-14-00140,WB01,M5988,31/5/2025,0.369444444,,57950,WB01,31/5/2025,0.380555556,19300,38650,0,38650
213,RC-14-00142,WB01,Y730,31/5/2025,0.3875,,55350,WB01,31/5/2025,0.398611111,19000,36350,0,36350
215,RC-14-00144,WB01,Y511,31/5/2025,0.385416667,,45750,WB01,31/5/2025,0.402083333,15600,30150,0,30150
216,RC-14-00145,WB01,E738,31/5/2025,0.392361111,,54500,WB01,31/5/2025,0.406944444,18550,35950,0,35950
218,RC-14-00146,WB01,C511,31/5/2025,0.389583333,,57100,WB01,31/5/2025,0.410416667,18000,39100,0,39100
219,RC-13-00082,WB01,T6838,31/5/2025,0.393055556,,59350,WB02,31/5/2025,0.411111111,20450,38900,0,38900
220,RC-14-00147,WB01,T511,31/5/2025,0.404861111,,41350,WB01,31/5/2025,0.413888889,14800,26550,0,26550
222,RC-13-00084,WB01,D6838,31/5/2025,0.408333333,,56700,WB02,31/5/2025,0.419444444,19350,37350,0,37350
223,RC-14-00148,WB01,D1759,31/5/2025,0.397916667,,60550,WB01,31/5/2025,0.419444444,19350,41200,0,41200
226,RC-14-00151,WB01,L826,31/5/2025,0.411805556,,57850,WB01,31/5/2025,0.425694444,19350,38500,0,38500
228,RC-14-00153,WB01,Y160,31/5/2025,0.415972222,,53750,WB01,31/5/2025,0.43125,17200,36550,0,36550
229,RC-14-00154,WB01,6838J,31/5/2025,0.420833333,,60300,WB01,31/5/2025,0.433333333,19100,41200,0,41200
233,RC-14-00158,WB01,J1831,31/5/2025,0.425,,52650,WB01,31/5/2025,0.440277778,19150,33500,0,33500
234,RC-14-00159,WB01,K3182,31/5/2025,0.429166667,,42050,WB01,31/5/2025,0.444444444,14350,27700,0,27700
236,RC-13-00086,WB01,Y398,31/5/2025,0.429861111,,51550,WB02,31/5/2025,0.446527778,19350,32200,0,32200
238,RC-14-00161,WB01,M8386,31/5/2025,0.432638889,,58650,WB01,31/5/2025,0.452083333,19300,39350,0,39350
239,RC-13-00087,WB01,T9955,31/5/2025,0.431944444,,54900,WB02,31/5/2025,0.452083333,17100,37800,0,37800
246,RC-13-00091,WB01,V6838,31/5/2025,0.446527778,,61100,WB02,31/5/2025,0.469444444,20300,40800,0,40800
247,RC-14-00165,WB01,W5509,31/5/2025,0.445138889,,64200,WB01,31/5/2025,0.471527778,19900,44300,0,44300
248,RC-14-00166,WB01,D6838,31/5/2025,0.451388889,,62350,WB01,31/5/2025,0.472916667,19150,43200,0,43200
250,RC-14-00167,WB01,A1390,31/5/2025,0.454166667,,59050,WB01,31/5/2025,0.477777778,18050,41000,0,41000
251,RC-14-00168,WB01,8386V,31/5/2025,0.456944444,,61400,WB01,31/5/2025,0.483333333,18350,43050,0,43050
253,RC-14-00169,WB01,T9182,31/5/2025,0.458333333,,55150,WB01,31/5/2025,0.488888889,18700,36450,0,36450
255,RC-14-00170,WB01,6838V,31/5/2025,0.464583333,,62900,WB01,31/5/2025,0.489583333,18250,44650,0,44650
256,RC-13-00095,WB01,T9693,31/5/2025,0.465277778,,50100,WB02,31/5/2025,0.491666667,15300,34800,0,34800
257,RC-14-00171,WB01,D6838,31/5/2025,0.469444444,,61100,WB01,31/5/2025,0.493055556,18350,42750,0,42750
258,RC-14-00172,WB01,W2206,31/5/2025,0.470833333,,62250,WB01,31/5/2025,0.494444444,18300,43950,0,43950
260,RC-14-00173,WB01,U5509,31/5/2025,0.476388889,,61700,WB01,31/5/2025,0.5,18650,43050,0,43050
261,RC-13-00097,WB01,D8386,31/5/2025,0.479861111,,62900,WB02,31/5/2025,0.501388889,18400,44500,0,44500
262,RC-13-00098,WB01,Y730,31/5/2025,0.481944444,,54200,WB02,31/5/2025,0.502083333,19200,35000,0,35000
263,RC-13-00099,WB01,E738,31/5/2025,0.482638889,,53150,WB02,31/5/2025,0.50625,18550,34600,0,34600
266,RC-13-00102,WB01,N6838,31/5/2025,0.485416667,,65050,WB02,31/5/2025,0.513888889,18450,46600,0,46600
269,RC-13-00103,WB01,D6838,31/5/2025,0.492361111,,66250,WB02,31/5/2025,0.518055556,19300,46950,0,46950
270,RC-14-00176,WB01,C511,31/5/2025,0.4875,,54150,WB01,31/5/2025,0.519444444,17950,36200,0,36200
271,RC-13-00104,WB01,E9739,31/5/2025,0.490972222,,59250,WB02,31/5/2025,0.524305556,17350,41900,0,41900
273,RC-14-00178,WB01,K9182,31/5/2025,0.498611111,,64650,WB01,31/5/2025,0.527777778,20400,44250,0,44250
274,RC-14-00179,WB01,T511,31/5/2025,0.501388889,,45850,WB01,31/5/2025,0.531944444,14700,31150,0,31150
275,RC-14-00180,WB01,Y511,31/5/2025,0.500694444,,46700,WB01,31/5/2025,0.533333333,15600,31100,0,31100
276,RC-14-00181,WB01,L183,31/5/2025,0.496527778,,55800,WB01,31/5/2025,0.534027778,19400,36400,0,36400
279,RC-13-00107,WB01,C9182,31/5/2025,0.502777778,,64850,WB02,31/5/2025,0.543055556,19800,45050,0,45050
280,RC-14-00182,WB01,K8386,31/5/2025,0.505555556,,63950,WB01,31/5/2025,0.54375,18200,45750,0,45750
281,RC-14-00183,WB01,J3721,31/5/2025,0.509027778,,49150,WB01,31/5/2025,0.545138889,14900,34250,0,34250
282,RC-14-00184,WB01,6838J,31/5/2025,0.518055556,,62550,WB01,31/5/2025,0.554166667,19000,43550,0,43550
283,RC-13-00108,WB01,U102,31/5/2025,0.504166667,,53450,WB02,31/5/2025,0.555555556,19100,34350,0,34350
285,RC-14-00185,WB01,D1759,31/5/2025,0.513194444,,61200,WB01,31/5/2025,0.557638889,19300,41900,0,41900
286,RC-13-00110,WB01,J1831,31/5/2025,0.520833333,,52400,WB02,31/5/2025,0.557638889,19000,33400,0,33400
287,RC-14-00186,WB01,U5519,31/5/2025,0.523611111,,62100,WB01,31/5/2025,0.559027778,19600,42500,0,42500
288,RC-14-00187,WB01,Y160,31/5/2025,0.525,,53500,WB01,31/5/2025,0.560416667,17150,36350,0,36350
296,RC-14-00192,WB01,W3868,31/5/2025,0.546527778,,65050,WB01,31/5/2025,0.579166667,18050,47000,0,47000
297,RC-13-00114,WB01,T9955,31/5/2025,0.538888889,,58950,WB02,31/5/2025,0.579861111,16900,42050,0,42050
298,RC-14-00193,WB01,K3182,31/5/2025,0.55,,45800,WB01,31/5/2025,0.580555556,14250,31550,0,31550
299,RC-14-00194,WB01,M7491,31/5/2025,0.552083333,,50700,WB01,31/5/2025,0.58125,17350,33350,0,33350
300,RC-14-00195,WB01,V6838,31/5/2025,0.555555556,,65100,WB01,31/5/2025,0.585416667,20200,44900,0,44900
303,RC-14-00198,WB01,8386V,31/5/2025,0.570138889,,63750,WB01,31/5/2025,0.590277778,18750,45000,0,45000
304,RC-13-00115,WB01,A1390,31/5/2025,0.571527778,,58950,WB02,31/5/2025,0.594444444,18400,40550,0,40550
306,RC-14-00200,WB01,E738,31/5/2025,0.576388889,,50800,WB01,31/5/2025,0.601388889,18900,31900,0,31900
307,RC-14-00201,WB01,T9693,31/5/2025,0.575694444,,50150,WB01,31/5/2025,0.602083333,15700,34450,0,34450
309,RC-14-00202,WB01,6838V,31/5/2025,0.582638889,,62750,WB01,31/5/2025,0.608333333,18250,44500,0,44500
315,RC-13-00122,WB01,N8836,31/5/2025,0.593055556,,62400,WB02,31/5/2025,0.61875,19000,43400,0,43400
317,RC-14-00204,WB01,U5509,31/5/2025,0.59375,,60800,WB01,31/5/2025,0.622222222,19000,41800,0,41800
318,RC-14-00205,WB01,T6838,31/5/2025,0.597222222,,65600,WB01,31/5/2025,0.625,20400,45200,0,45200
321,RC-13-00125,WB01,R2306,31/5/2025,0.606944444,,59100,WB02,31/5/2025,0.636111111,18800,40300,0,40300
322,RC-14-00206,WB01,T9182,31/5/2025,0.595833333,,55400,WB01,31/5/2025,0.6375,18100,37300,0,37300
323,RC-14-00207,WB01,W6838,31/5/2025,0.6125,,64250,WB01,31/5/2025,0.638888889,18350,45900,0,45900
325,RC-14-00209,WB01,D8386,31/5/2025,0.623611111,,62850,WB01,31/5/2025,0.641666667,18250,44600,0,44600
326,RC-14-00210,WB01,K9182,31/5/2025,0.617361111,,61950,WB01,31/5/2025,0.642361111,20150,41800,0,41800
327,RC-13-00126,WB01,D6838,31/5/2025,0.626388889,,64250,WB02,31/5/2025,0.644444444,18300,45950,0,45950
328,RC-14-00211,WB01,C511,31/5/2025,0.610416667,,60300,WB01,31/5/2025,0.645138889,17800,42500,0,42500
329,RC-14-00212,WB01,T511,31/5/2025,0.616666667,,45200,WB01,31/5/2025,0.645833333,14650,30550,0,30550
331,RC-14-00213,WB01,Y511,31/5/2025,0.634722222,,46700,WB01,31/5/2025,0.651388889,15450,31250,0,31250
335,RC-14-00215,WB01,J1831,31/5/2025,0.647916667,,51650,WB01,31/5/2025,0.659722222,18900,32750,0,32750
338,RC-13-00131,WB01,T9955,31/5/2025,0.654861111,,55100,WB02,31/5/2025,0.670833333,16850,38250,0,38250
339,RC-14-00217,WB01,J3721,31/5/2025,0.661805556,,50250,WB01,31/5/2025,0.672222222,15050,35200,0,35200
341,RC-14-00218,WB01,6838J,31/5/2025,0.667361111,,62800,WB01,31/5/2025,0.681944444,19050,43750,0,43750
342,RC-14-00219,WB01,K8386,31/5/2025,0.66875,,62000,WB01,31/5/2025,0.682638889,18200,43800,0,43800
343,RC-14-00220,WB01,Y7778,31/5/2025,0.670138889,,57400,WB01,31/5/2025,0.684027778,18300,39100,0,39100
344,RC-14-00221,WB01,A1390,31/5/2025,0.674305556,,55400,WB01,31/5/2025,0.691666667,13750,41650,0,41650
345,RC-14-00222,WB01,Y160,31/5/2025,0.679166667,,55900,WB01,31/5/2025,0.692361111,16950,38950,0,38950
349,RC-14-00223,WB01,W5509,31/5/2025,0.677777778,,63150,WB01,31/5/2025,0.7,19550,43600,0,43600
351,RC-14-00225,WB01,N6838,31/5/2025,0.690277778,,65050,WB01,31/5/2025,0.708333333,18150,46900,0,46900
352,RC-13-00136,WB01,E738,31/5/2025,0.696527778,,49900,WB02,31/5/2025,0.709027778,18650,31250,0,31250
353,RC-14-00226,WB01,8386V,31/5/2025,0.697222222,,62950,WB01,31/5/2025,0.711111111,18050,44900,0,44900
354,RC-13-00137,WB01,H869,31/5/2025,0.698611111,,56600,WB02,31/5/2025,0.711805556,19100,37500,0,37500
360,RC-14-00229,WB01,U5509,31/5/2025,0.709722222,,61200,WB01,31/5/2025,0.726388889,18300,42900,0,42900
361,RC-13-00141,WB01,A8638,31/5/2025,0.713194444,,61200,WB02,31/5/2025,0.726388889,18400,42800,0,42800
362,RC-14-00230,WB01,N2573,31/5/2025,0.713888889,,47200,WB01,31/5/2025,0.727083333,17850,29350,0,29350
363,RC-14-00231,WB01,W3868,31/5/2025,0.719444444,,67050,WB01,31/5/2025,0.734027778,17750,49300,0,49300
365,RC-14-00232,WB01,W6838,31/5/2025,0.721527778,,60550,WB01,31/5/2025,0.735416667,18150,42400,0,42400
367,RC-13-00144,WB01,K3182,31/5/2025,0.71875,,44450,WB02,31/5/2025,0.7375,14450,30000,0,30000
369,RC-14-00233,WB01,T9182,31/5/2025,0.722916667,,60250,WB01,31/5/2025,0.741666667,17800,42450,0,42450
372,RC-14-00234,WB01,E9739,31/5/2025,0.729861111,,62950,WB01,31/5/2025,0.747222222,16450,46500,0,46500
384,RC-14-00245,WB01,T6838,3/6/2025 12:00:00 AM,0.315277778,,62600,WB01,3/6/2025 12:00:00 AM,0.341666667,20350,42250,0,42250
388,RC-14-00250,WB01,P5328,3/6/2025 12:00:00 AM,0.323611111,,52900,WB01,3/6/2025 12:00:00 AM,0.352083333,19350,33550,0,33550
389,RC-14-00251,WB01,E738,3/6/2025 12:00:00 AM,0.324305556,,51750,WB01,3/6/2025 12:00:00 AM,0.354166667,18550,33200,0,33200
391,RC-14-00253,WB01,E9739,3/6/2025 12:00:00 AM,0.329861111,,65300,WB01,3/6/2025 12:00:00 AM,0.359722222,17150,48150,0,48150
392,RC-14-00254,WB01,D6838,3/6/2025 12:00:00 AM,0.320833333,,59950,WB01,3/6/2025 12:00:00 AM,0.361805556,18200,41750,0,41750
393,RC-14-00255,WB01,N8211,3/6/2025 12:00:00 AM,0.332638889,,44300,WB01,3/6/2025 12:00:00 AM,0.364583333,14450,29850,0,29850
394,RC-14-00256,WB01,W2989,3/6/2025 12:00:00 AM,0.335416667,,46300,WB01,3/6/2025 12:00:00 AM,0.366666667,14950,31350,0,31350
395,RC-14-00257,WB01,W2260,3/6/2025 12:00:00 AM,0.326388889,,63100,WB01,3/6/2025 12:00:00 AM,0.369444444,18300,44800,0,44800
396,RC-14-00258,WB01,Y7778,3/6/2025 12:00:00 AM,0.340277778,,59600,WB01,3/6/2025 12:00:00 AM,0.371527778,18300,41300,0,41300
397,RC-14-00259,WB01,D8386,3/6/2025 12:00:00 AM,0.338194444,,61950,WB01,3/6/2025 12:00:00 AM,0.374305556,18900,43050,0,43050
398,RC-14-00260,WB01,K3073,3/6/2025 12:00:00 AM,0.346527778,,43900,WB01,3/6/2025 12:00:00 AM,0.377777778,15000,28900,0,28900
399,RC-14-00261,WB01,M5988,3/6/2025 12:00:00 AM,0.343055556,,60550,WB01,3/6/2025 12:00:00 AM,0.379861111,19100,41450,0,41450
400,RC-14-00262,WB01,Y730,3/6/2025 12:00:00 AM,0.348611111,,55300,WB01,3/6/2025 12:00:00 AM,0.382638889,18950,36350,0,36350
401,RC-14-00263,WB01,J1831,3/6/2025 12:00:00 AM,0.350694444,,55900,WB01,3/6/2025 12:00:00 AM,0.384722222,18700,37200,0,37200
402,RC-14-00264,WB01,K9182,3/6/2025 12:00:00 AM,0.352777778,,57800,WB01,3/6/2025 12:00:00 AM,0.3875,19850,37950,0,37950
403,RC-14-00265,WB01,E6866,3/6/2025 12:00:00 AM,0.355555556,,55550,WB01,3/6/2025 12:00:00 AM,0.388194444,18950,36600,0,36600
