No,RC ID,WB In,Lorry Number,check In,check In Time,Check In Time Difference,BDM,WB Out,check Out,check Out Time,BTM,Nett Weight,Adjustment,Accepted Weight
2009,RC-14-01099,WB01,R631,10/6/2025 12:00:00 AM,0.579861111,,38100,WB01,10/6/2025 12:00:00 AM,0.610416667,13700,24400,0,24400
2010,RC-13-00906,WB01,N6838,10/6/2025 12:00:00 AM,0.595833333,,64150,WB02,10/6/2025 12:00:00 AM,0.613888889,17550,46600,0,46600
2011,RC-13-00907,WB01,U5509,10/6/2025 12:00:00 AM,0.6,,59700,WB02,10/6/2025 12:00:00 AM,0.615972222,17900,41800,0,41800
2012,RC-14-01100,WB01,H5141,10/6/2025 12:00:00 AM,0.595138889,,48150,WB01,10/6/2025 12:00:00 AM,0.616666667,13100,35050,0,35050
2013,RC-13-00908,WB01,U7300,10/6/2025 12:00:00 AM,0.586805556,,56600,WB02,10/6/2025 12:00:00 AM,0.619444444,17700,38900,0,38900
2018,RC-14-01102,WB01,9398,10/6/2025 12:00:00 AM,0.606944444,,44150,WB01,10/6/2025 12:00:00 AM,0.627777778,13800,30350,0,30350
2019,RC-13-00912,WB01,T9182,10/6/2025 12:00:00 AM,0.609027778,,57850,WB02,10/6/2025 12:00:00 AM,0.628472222,17450,40400,0,40400
2021,RC-13-00913,WB01,W6838,10/6/2025 12:00:00 AM,0.613194444,,64500,WB02,10/6/2025 12:00:00 AM,0.629166667,18000,46500,0,46500
2022,RC-14-01104,WB01,J8683,10/6/2025 12:00:00 AM,0.611805556,,58150,WB01,10/6/2025 12:00:00 AM,0.629861111,18050,40100,0,40100
2023,RC-13-00914,WB01,Q8386,10/6/2025 12:00:00 AM,0.613888889,,61750,WB02,10/6/2025 12:00:00 AM,0.629861111,18150,43600,0,43600
2024,RC-14-01105,WB01,N2573,10/6/2025 12:00:00 AM,0.615277778,,51450,WB01,10/6/2025 12:00:00 AM,0.631944444,17550,33900,0,33900
2025,RC-13-00915,WB01,T6838,10/6/2025 12:00:00 AM,0.614583333,,62900,WB02,10/6/2025 12:00:00 AM,0.631944444,19850,43050,0,43050
2027,RC-13-00917,WB01,Y1281,10/6/2025 12:00:00 AM,0.617361111,,59850,WB02,10/6/2025 12:00:00 AM,0.636805556,17550,42300,0,42300
2030,RC-13-00920,WB01,U6661,10/6/2025 12:00:00 AM,0.604861111,,59900,WB02,10/6/2025 12:00:00 AM,0.641666667,17200,42700,0,42700
2031,RC-13-00921,WB01,A1390,10/6/2025 12:00:00 AM,0.618055556,,57000,WB02,10/6/2025 12:00:00 AM,0.643055556,17500,39500,0,39500
2032,RC-13-00922,WB01,M1880,10/6/2025 12:00:00 AM,0.625,,51400,WB02,10/6/2025 12:00:00 AM,0.64375,15950,35450,0,35450
2033,RC-13-00923,WB01,H7030,10/6/2025 12:00:00 AM,0.615972222,,44350,WB02,10/6/2025 12:00:00 AM,0.644444444,13500,30850,0,30850
2034,RC-14-01106,WB01,T7030,10/6/2025 12:00:00 AM,0.6125,,42600,WB01,10/6/2025 12:00:00 AM,0.645138889,13600,29000,0,29000
2035,RC-13-00924,WB01,J6816,10/6/2025 12:00:00 AM,0.601388889,,50950,WB02,10/6/2025 12:00:00 AM,0.645833333,14650,36300,0,36300
2037,RC-13-00925,WB01,B7030,10/6/2025 12:00:00 AM,0.602777778,,38500,WB02,10/6/2025 12:00:00 AM,0.646527778,13450,25050,0,25050
2038,RC-13-00926,WB01,6838V,10/6/2025 12:00:00 AM,0.636111111,,65550,WB02,10/6/2025 12:00:00 AM,0.647916667,17500,48050,0,48050
2039,RC-13-00927,WB01,E5855,10/6/2025 12:00:00 AM,0.634722222,,59950,WB02,10/6/2025 12:00:00 AM,0.648611111,18150,41800,0,41800
2040,RC-13-00928,WB01,L8368,10/6/2025 12:00:00 AM,0.636805556,,63400,WB02,10/6/2025 12:00:00 AM,0.653472222,17600,45800,0,45800
2042,RC-13-00929,WB01,6838M,10/6/2025 12:00:00 AM,0.640972222,,61050,WB02,10/6/2025 12:00:00 AM,0.654861111,18300,42750,0,42750
2043,RC-14-01109,WB01,D6838,10/6/2025 12:00:00 AM,0.6375,,62800,WB01,10/6/2025 12:00:00 AM,0.654861111,19000,43800,0,43800
2045,RC-13-00931,WB01,D6838,10/6/2025 12:00:00 AM,0.647222222,,66850,WB02,10/6/2025 12:00:00 AM,0.658333333,18100,48750,0,48750
2046,RC-13-00932,WB01,L826,10/6/2025 12:00:00 AM,0.647916667,,57200,WB02,10/6/2025 12:00:00 AM,0.659027778,18150,39050,0,39050
2047,RC-14-01110,WB01,F9396,10/6/2025 12:00:00 AM,0.643055556,,45850,WB01,10/6/2025 12:00:00 AM,0.6625,14250,31600,0,31600
2048,RC-13-00933,WB01,Q9396,10/6/2025 12:00:00 AM,0.64375,,47300,WB02,10/6/2025 12:00:00 AM,0.663888889,13750,33550,0,33550
2049,RC-13-00934,WB01,A8638,10/6/2025 12:00:00 AM,0.652777778,,60600,WB02,10/6/2025 12:00:00 AM,0.664583333,17600,43000,0,43000
2050,RC-13-00935,WB01,Y8288,10/6/2025 12:00:00 AM,0.650694444,,61100,WB02,10/6/2025 12:00:00 AM,0.665972222,19100,42000,0,42000
2051,RC-14-01111,WB01,Y9396,10/6/2025 12:00:00 AM,0.639583333,,47500,WB01,10/6/2025 12:00:00 AM,0.667361111,15600,31900,0,31900
2054,RC-13-00938,WB01,6838J,10/6/2025 12:00:00 AM,0.659722222,,61550,WB02,10/6/2025 12:00:00 AM,0.672916667,18400,43150,0,43150
2055,RC-13-00939,WB01,S9688,10/6/2025 12:00:00 AM,0.659027778,,60500,WB02,10/6/2025 12:00:00 AM,0.674305556,18350,42150,0,42150
2056,RC-13-00940,WB01,K9182,10/6/2025 12:00:00 AM,0.660416667,,63000,WB02,10/6/2025 12:00:00 AM,0.675,19250,43750,0,43750
2058,RC-14-01112,WB01,Y511,10/6/2025 12:00:00 AM,0.646527778,,52200,WB01,10/6/2025 12:00:00 AM,0.677777778,15250,36950,0,36950
2059,RC-13-00942,WB01,A7030,10/6/2025 12:00:00 AM,0.638888889,,43550,WB02,10/6/2025 12:00:00 AM,0.677777778,14250,29300,0,29300
2060,RC-13-00943,WB01,L9955,10/6/2025 12:00:00 AM,0.644444444,,49550,WB02,10/6/2025 12:00:00 AM,0.679166667,14850,34700,0,34700
2061,RC-13-00944,WB01,M231,10/6/2025 12:00:00 AM,0.657638889,,52750,WB02,10/6/2025 12:00:00 AM,0.679861111,17300,35450,0,35450
2062,RC-14-01113,WB01,T511,10/6/2025 12:00:00 AM,0.658333333,,47350,WB01,10/6/2025 12:00:00 AM,0.684722222,14400,32950,0,32950
2063,RC-14-01114,WB01,K8386,10/6/2025 12:00:00 AM,0.661805556,,60000,WB01,10/6/2025 12:00:00 AM,0.686111111,17850,42150,0,42150
2064,RC-13-00945,WB01,C7328,10/6/2025 12:00:00 AM,0.663194444,,48850,WB02,10/6/2025 12:00:00 AM,0.686111111,14550,34300,0,34300
2065,RC-13-00946,WB01,A6661,10/6/2025 12:00:00 AM,0.665277778,,62250,WB02,10/6/2025 12:00:00 AM,0.686805556,16700,45550,0,45550
2067,RC-13-00947,WB01,E6866,10/6/2025 12:00:00 AM,0.665972222,,58050,WB02,10/6/2025 12:00:00 AM,0.6875,18250,39800,0,39800
2068,RC-14-01116,WB01,W3868,10/6/2025 12:00:00 AM,0.670138889,,61350,WB01,10/6/2025 12:00:00 AM,0.688194444,17650,43700,0,43700
2069,RC-14-01117,WB01,G8638,10/6/2025 12:00:00 AM,0.674305556,,61800,WB01,10/6/2025 12:00:00 AM,0.690277778,18500,43300,0,43300
2071,RC-14-01118,WB01,D8386,10/6/2025 12:00:00 AM,0.676388889,,63350,WB01,10/6/2025 12:00:00 AM,0.691666667,18700,44650,0,44650
2072,RC-14-01119,WB01,U3738,10/6/2025 12:00:00 AM,0.681944444,,62950,WB01,10/6/2025 12:00:00 AM,0.692361111,18150,44800,0,44800
2075,RC-14-01122,WB01,V9398,10/6/2025 12:00:00 AM,0.664583333,,48650,WB01,10/6/2025 12:00:00 AM,0.695138889,15750,32900,0,32900
2076,RC-13-00949,WB01,C9182,10/6/2025 12:00:00 AM,0.675,,62950,WB02,10/6/2025 12:00:00 AM,0.695833333,18900,44050,0,44050
2077,RC-14-01123,WB01,T9955,10/6/2025 12:00:00 AM,0.677083333,,56150,WB01,10/6/2025 12:00:00 AM,0.695833333,16450,39700,0,39700
2079,RC-14-01124,WB01,G8863,10/6/2025 12:00:00 AM,0.679861111,,59900,WB01,10/6/2025 12:00:00 AM,0.697222222,18450,41450,0,41450
2080,RC-13-00951,WB01,Y398,10/6/2025 12:00:00 AM,0.683333333,,56300,WB02,10/6/2025 12:00:00 AM,0.697222222,18700,37600,0,37600
2081,RC-13-00952,WB01,A863,10/6/2025 12:00:00 AM,0.68125,,41750,WB02,10/6/2025 12:00:00 AM,0.699305556,13500,28250,0,28250
2082,RC-13-00953,WB01,S1338,10/6/2025 12:00:00 AM,0.682638889,,44750,WB02,10/6/2025 12:00:00 AM,0.7,13450,31300,0,31300
2084,RC-13-00955,WB01,V4373,10/6/2025 12:00:00 AM,0.685416667,,41200,WB02,10/6/2025 12:00:00 AM,0.701388889,14050,27150,0,27150
2087,RC-13-00958,WB01,K2588,10/6/2025 12:00:00 AM,0.684027778,,58550,WB02,10/6/2025 12:00:00 AM,0.704166667,19250,39300,0,39300
2088,RC-14-01125,WB01,U9396,10/6/2025 12:00:00 AM,0.678472222,,44600,WB01,10/6/2025 12:00:00 AM,0.704861111,14300,30300,0,30300
2089,RC-14-01126,WB01,U9182,10/6/2025 12:00:00 AM,0.680555556,,44750,WB01,10/6/2025 12:00:00 AM,0.705555556,14250,30500,0,30500
2094,RC-13-00963,WB01,W7188,10/6/2025 12:00:00 AM,0.698611111,,57400,WB02,10/6/2025 12:00:00 AM,0.7125,19550,37850,0,37850
2096,RC-13-00965,WB01,W5509,10/6/2025 12:00:00 AM,0.7,,62500,WB02,10/6/2025 12:00:00 AM,0.718055556,18900,43600,0,43600
2097,RC-13-00966,WB01,T6661,10/6/2025 12:00:00 AM,0.710416667,,61350,WB02,10/6/2025 12:00:00 AM,0.722916667,17400,43950,0,43950
2098,RC-13-00967,WB01,M7491,10/6/2025 12:00:00 AM,0.708333333,,51400,WB02,10/6/2025 12:00:00 AM,0.726388889,16600,34800,0,34800
2099,RC-14-01127,WB01,F3721,10/6/2025 12:00:00 AM,0.707638889,,50950,WB01,10/6/2025 12:00:00 AM,0.727083333,14700,36250,0,36250
2100,RC-13-00968,WB01,H6838,10/6/2025 12:00:00 AM,0.713888889,,59200,WB02,10/6/2025 12:00:00 AM,0.727777778,19300,39900,0,39900
2101,RC-13-00969,WB01,W6838,10/6/2025 12:00:00 AM,0.716666667,,63250,WB02,10/6/2025 12:00:00 AM,0.729861111,17800,45450,0,45450
2102,RC-14-01128,WB01,9398,10/6/2025 12:00:00 AM,0.709027778,,43950,WB01,10/6/2025 12:00:00 AM,0.730555556,13750,30200,0,30200
2103,RC-13-00970,WB01,T9182,10/6/2025 12:00:00 AM,0.70625,,57600,WB02,10/6/2025 12:00:00 AM,0.730555556,17300,40300,0,40300
2104,RC-13-00971,WB01,Y6661,10/6/2025 12:00:00 AM,0.717361111,,59750,WB02,10/6/2025 12:00:00 AM,0.733333333,16750,43000,0,43000
2107,RC-13-00973,WB01,A1390,10/6/2025 12:00:00 AM,0.721527778,,59650,WB02,10/6/2025 12:00:00 AM,0.7375,17500,42150,0,42150
2108,RC-13-00974,WB01,T6838,10/6/2025 12:00:00 AM,0.725,,63300,WB02,10/6/2025 12:00:00 AM,0.738194444,20450,42850,0,42850
2109,RC-13-00975,WB01,J8683,10/6/2025 12:00:00 AM,0.715277778,,61600,WB02,10/6/2025 12:00:00 AM,0.739583333,17600,44000,0,44000
2110,RC-14-01130,WB01,H5141,10/6/2025 12:00:00 AM,0.713194444,,44650,WB01,10/6/2025 12:00:00 AM,0.740972222,13050,31600,0,31600
2111,RC-13-00976,WB01,Q8386,10/6/2025 12:00:00 AM,0.729166667,,63150,WB02,10/6/2025 12:00:00 AM,0.742361111,18100,45050,0,45050
2112,RC-14-01131,WB01,K3182,10/6/2025 12:00:00 AM,0.723611111,,45050,WB01,10/6/2025 12:00:00 AM,0.743055556,14150,30900,0,30900
2113,RC-14-01132,WB01,J3721,10/6/2025 12:00:00 AM,0.728472222,,47900,WB01,10/6/2025 12:00:00 AM,0.750694444,14800,33100,0,33100
2114,RC-13-00977,WB01,L8368,10/6/2025 12:00:00 AM,0.739583333,,63300,WB02,10/6/2025 12:00:00 AM,0.752777778,17650,45650,0,45650
2115,RC-14-01133,WB01,U7030,10/6/2025 12:00:00 AM,0.726388889,,49350,WB01,10/6/2025 12:00:00 AM,0.752777778,14650,34700,0,34700
2116,RC-13-00978,WB01,6838V,10/6/2025 12:00:00 AM,0.744444444,,64950,WB02,10/6/2025 12:00:00 AM,0.755555556,17500,47450,0,47450
2118,RC-13-00980,WB01,E5855,10/6/2025 12:00:00 AM,0.7375,,61050,WB02,10/6/2025 12:00:00 AM,0.758333333,18200,42850,0,42850
2119,RC-13-00981,WB01,L826,10/6/2025 12:00:00 AM,0.738888889,,55800,WB02,10/6/2025 12:00:00 AM,0.759027778,18150,37650,0,37650
2120,RC-14-01134,WB01,P3288,10/6/2025 12:00:00 AM,0.746527778,,46350,WB01,10/6/2025 12:00:00 AM,0.759722222,14250,32100,0,32100
2122,RC-13-00983,WB01,C7778,10/6/2025 12:00:00 AM,0.759027778,,61650,WB02,10/6/2025 12:00:00 AM,0.773611111,18050,43600,0,43600
2123,RC-14-01135,WB01,D6838,10/6/2025 12:00:00 AM,0.760416667,,60750,WB01,10/6/2025 12:00:00 AM,0.774305556,18650,42100,0,42100
2124,RC-13-00984,WB01,Y8288,10/6/2025 12:00:00 AM,0.761111111,,62250,WB02,10/6/2025 12:00:00 AM,0.775694444,19150,43100,0,43100
2125,RC-13-00985,WB01,6838J,10/6/2025 12:00:00 AM,0.7625,,61150,WB02,10/6/2025 12:00:00 AM,0.777083333,18500,42650,0,42650
2126,RC-13-00986,WB01,E738,10/6/2025 12:00:00 AM,0.770138889,,52650,WB02,10/6/2025 12:00:00 AM,0.786111111,17750,34900,0,34900
2127,RC-13-00987,WB01,A6661,10/6/2025 12:00:00 AM,0.772222222,,58350,WB02,10/6/2025 12:00:00 AM,0.788888889,16650,41700,0,41700
2128,RC-13-00988,WB01,E9739,10/6/2025 12:00:00 AM,0.780555556,,65100,WB02,10/6/2025 12:00:00 AM,0.795138889,16500,48600,0,48600
2130,RC-13-00990,WB01,M231,10/6/2025 12:00:00 AM,0.789583333,,52050,WB02,10/6/2025 12:00:00 AM,0.804166667,17250,34800,0,34800
2131,RC-13-00991,WB01,E6866,10/6/2025 12:00:00 AM,0.790277778,,58650,WB02,10/6/2025 12:00:00 AM,0.809722222,18050,40600,0,40600
2133,RC-13-00992,WB01,U739,10/6/2025 12:00:00 AM,0.788194444,,52450,WB02,10/6/2025 12:00:00 AM,0.814583333,17200,35250,0,35250
2134,RC-14-01137,WB01,U3738,10/6/2025 12:00:00 AM,0.790972222,,57400,WB01,10/6/2025 12:00:00 AM,0.815277778,17750,39650,0,39650
2136,RC-14-01138,WB01,G835,10/6/2025 12:00:00 AM,0.811805556,,53800,WB01,10/6/2025 12:00:00 AM,0.825694444,17450,36350,0,36350
2137,RC-13-00994,WB01,Y398,10/6/2025 12:00:00 AM,0.810416667,,53850,WB02,10/6/2025 12:00:00 AM,0.827777778,18350,35500,0,35500
2140,RC-14-01139,WB01,X6838,11/6/2025 12:00:00 AM,0.263194444,,64650,WB01,11/6/2025 12:00:00 AM,0.275,13500,51150,0,51150
2144,RC-14-01142,WB01,K8386,11/6/2025 12:00:00 AM,0.265277778,,66650,WB01,11/6/2025 12:00:00 AM,0.279166667,17900,48750,0,48750
2146,RC-14-01143,WB01,D8386,11/6/2025 12:00:00 AM,0.26875,,65450,WB01,11/6/2025 12:00:00 AM,0.284722222,18800,46650,0,46650
2148,RC-14-01144,WB01,G8638,11/6/2025 12:00:00 AM,0.270138889,,67550,WB01,11/6/2025 12:00:00 AM,0.285416667,18600,48950,0,48950
2149,RC-14-01145,WB01,D6838,11/6/2025 12:00:00 AM,0.267361111,,62450,WB01,11/6/2025 12:00:00 AM,0.2875,19350,43100,0,43100
2151,RC-13-01001,WB01,Q8386,11/6/2025 12:00:00 AM,0.271527778,,67300,WB02,11/6/2025 12:00:00 AM,0.288194444,18350,48950,0,48950
2152,RC-14-01146,WB01,6838J,11/6/2025 12:00:00 AM,0.272222222,,60250,WB01,11/6/2025 12:00:00 AM,0.288888889,18900,41350,0,41350
2154,RC-14-01147,WB01,N6838,11/6/2025 12:00:00 AM,0.270833333,,65300,WB01,11/6/2025 12:00:00 AM,0.290277778,18250,47050,0,47050
2157,RC-14-01148,WB01,N2573,11/6/2025 12:00:00 AM,0.282638889,,56000,WB01,11/6/2025 12:00:00 AM,0.29375,17750,38250,0,38250
2160,RC-13-01007,WB01,J6838,11/6/2025 12:00:00 AM,0.291666667,,61900,WB02,11/6/2025 12:00:00 AM,0.302777778,17800,44100,0,44100
2162,RC-14-01149,WB01,W6838,11/6/2025 12:00:00 AM,0.294444444,,63750,WB01,11/6/2025 12:00:00 AM,0.304861111,15600,48150,0,48150
2164,RC-13-01010,WB01,J3721,11/6/2025 12:00:00 AM,0.311111111,,48150,WB02,11/6/2025 12:00:00 AM,0.320833333,14550,33600,0,33600
2165,RC-13-01011,WB01,A7300,11/6/2025 12:00:00 AM,0.3125,,59300,WB02,11/6/2025 12:00:00 AM,0.325694444,17800,41500,0,41500
2166,RC-13-01012,WB01,K3182,11/6/2025 12:00:00 AM,0.315277778,,43950,WB02,11/6/2025 12:00:00 AM,0.327083333,14050,29900,0,29900
2167,RC-13-01013,WB01,U5519,11/6/2025 12:00:00 AM,0.315972222,,61700,WB02,11/6/2025 12:00:00 AM,0.327777778,19000,42700,0,42700
2169,RC-13-01014,WB01,D6838,11/6/2025 12:00:00 AM,0.319444444,,64200,WB02,11/6/2025 12:00:00 AM,0.333333333,17950,46250,0,46250
2170,RC-13-01015,WB01,U102,11/6/2025 12:00:00 AM,0.320138889,,61150,WB02,11/6/2025 12:00:00 AM,0.334722222,18700,42450,0,42450
2171,RC-13-01016,WB01,T9955,11/6/2025 12:00:00 AM,0.325694444,,52450,WB02,11/6/2025 12:00:00 AM,0.335416667,16350,36100,0,36100
2172,RC-13-01017,WB01,F3721,11/6/2025 12:00:00 AM,0.323611111,,50750,WB02,11/6/2025 12:00:00 AM,0.336111111,14450,36300,0,36300
2173,RC-13-01018,WB01,W2260,11/6/2025 12:00:00 AM,0.327083333,,62400,WB02,11/6/2025 12:00:00 AM,0.338194444,17850,44550,0,44550
2174,RC-13-01019,WB01,S7300,11/6/2025 12:00:00 AM,0.328472222,,64000,WB02,11/6/2025 12:00:00 AM,0.338888889,18550,45450,0,45450
2175,RC-13-01020,WB01,Y398,11/6/2025 12:00:00 AM,0.329166667,,57150,WB02,11/6/2025 12:00:00 AM,0.341666667,18800,38350,0,38350
2176,RC-13-01021,WB01,W6577,11/6/2025 12:00:00 AM,0.332638889,,58100,WB02,11/6/2025 12:00:00 AM,0.34375,17650,40450,0,40450
2177,RC-13-01022,WB01,A1390,11/6/2025 12:00:00 AM,0.330555556,,56800,WB02,11/6/2025 12:00:00 AM,0.345138889,17700,39100,0,39100
2178,RC-14-01151,WB01,M8386,11/6/2025 12:00:00 AM,0.334722222,,61300,WB01,11/6/2025 12:00:00 AM,0.345833333,19150,42150,0,42150
2179,RC-13-01023,WB01,E738,11/6/2025 12:00:00 AM,0.335416667,,56650,WB02,11/6/2025 12:00:00 AM,0.347222222,18100,38550,0,38550
2180,RC-13-01024,WB01,U5509,11/6/2025 12:00:00 AM,0.336111111,,61600,WB02,11/6/2025 12:00:00 AM,0.348611111,18100,43500,0,43500
2181,RC-13-01025,WB01,G9865,11/6/2025 12:00:00 AM,0.338194444,,48650,WB02,11/6/2025 12:00:00 AM,0.352083333,14900,33750,0,33750
2182,RC-14-01152,WB01,T6838,11/6/2025 12:00:00 AM,0.342361111,,62850,WB01,11/6/2025 12:00:00 AM,0.352777778,20100,42750,0,42750
2183,RC-13-01026,WB01,D6838,11/6/2025 12:00:00 AM,0.354166667,,59400,WB02,11/6/2025 12:00:00 AM,0.366666667,18300,41100,0,41100
2184,RC-13-01027,WB01,C9182,11/6/2025 12:00:00 AM,0.35625,,63950,WB02,11/6/2025 12:00:00 AM,0.368055556,19250,44700,0,44700
2185,RC-14-01153,WB01,X6838,11/6/2025 12:00:00 AM,0.356944444,,62500,WB01,11/6/2025 12:00:00 AM,0.36875,18300,44200,0,44200
2187,RC-13-01029,WB01,L826,11/6/2025 12:00:00 AM,0.361111111,,55250,WB02,11/6/2025 12:00:00 AM,0.372222222,18300,36950,0,36950
2188,RC-13-01030,WB01,C511,11/6/2025 12:00:00 AM,0.360416667,,58150,WB02,11/6/2025 12:00:00 AM,0.372916667,17350,40800,0,40800
2189,RC-13-01031,WB01,Y511,11/6/2025 12:00:00 AM,0.363888889,,52450,WB02,11/6/2025 12:00:00 AM,0.375694444,15100,37350,0,37350
2190,RC-13-01032,WB01,6838V,11/6/2025 12:00:00 AM,0.365972222,,63900,WB02,11/6/2025 12:00:00 AM,0.376388889,17800,46100,0,46100
2191,RC-13-01033,WB01,E6866,11/6/2025 12:00:00 AM,0.365277778,,64250,WB02,11/6/2025 12:00:00 AM,0.379166667,18450,45800,0,45800
2192,RC-13-01034,WB01,U6661,11/6/2025 12:00:00 AM,0.372916667,,57500,WB02,11/6/2025 12:00:00 AM,0.386111111,17450,40050,0,40050
2193,RC-13-01035,WB01,T6661,11/6/2025 12:00:00 AM,0.373611111,,61850,WB02,11/6/2025 12:00:00 AM,0.3875,17450,44400,0,44400
2194,RC-14-01154,WB01,N2573,11/6/2025 12:00:00 AM,0.379166667,,49800,WB01,11/6/2025 12:00:00 AM,0.388194444,17750,32050,0,32050
2195,RC-13-01036,WB01,Y6661,11/6/2025 12:00:00 AM,0.379861111,,57150,WB02,11/6/2025 12:00:00 AM,0.392361111,16750,40400,0,40400
2196,RC-13-01037,WB01,H6838,11/6/2025 12:00:00 AM,0.384027778,,57700,WB02,11/6/2025 12:00:00 AM,0.394444444,19650,38050,0,38050
2197,RC-13-01038,WB01,J8683,11/6/2025 12:00:00 AM,0.380555556,,60700,WB02,11/6/2025 12:00:00 AM,0.396527778,14550,46150,0,46150
2198,RC-13-01039,WB01,B5288,11/6/2025 12:00:00 AM,0.386805556,,56900,WB02,11/6/2025 12:00:00 AM,0.397222222,19150,37750,0,37750
2200,RC-13-01041,WB01,A863,11/6/2025 12:00:00 AM,0.392361111,,40450,WB02,11/6/2025 12:00:00 AM,0.404861111,13750,26700,0,26700
2201,RC-13-01042,WB01,N7588,11/6/2025 12:00:00 AM,0.395138889,,59850,WB02,11/6/2025 12:00:00 AM,0.406944444,18500,41350,0,41350
2202,RC-14-01155,WB01,V6838,11/6/2025 12:00:00 AM,0.396527778,,64100,WB01,11/6/2025 12:00:00 AM,0.407638889,19950,44150,0,44150
2203,RC-14-01156,WB01,M1880,11/6/2025 12:00:00 AM,0.398611111,,56150,WB01,11/6/2025 12:00:00 AM,0.409722222,16450,39700,0,39700
2204,RC-13-01043,WB01,N8836,11/6/2025 12:00:00 AM,0.397222222,,61500,WB02,11/6/2025 12:00:00 AM,0.411111111,18350,43150,0,43150
2205,RC-13-01044,WB01,W6838,11/6/2025 12:00:00 AM,0.403472222,,58150,WB02,11/6/2025 12:00:00 AM,0.4125,17850,40300,0,40300
2206,RC-14-01157,WB01,J6838,11/6/2025 12:00:00 AM,0.404166667,,58250,WB01,11/6/2025 12:00:00 AM,0.415277778,18150,40100,0,40100
2208,RC-13-01045,WB01,T511,11/6/2025 12:00:00 AM,0.411111111,,46950,WB02,11/6/2025 12:00:00 AM,0.421527778,13900,33050,0,33050
2210,RC-13-01047,WB01,U9182,11/6/2025 12:00:00 AM,0.410416667,,47850,WB02,11/6/2025 12:00:00 AM,0.424305556,14100,33750,0,33750
2211,RC-13-01048,WB01,Y730,11/6/2025 12:00:00 AM,0.413194444,,60000,WB02,11/6/2025 12:00:00 AM,0.425,18650,41350,0,41350
2212,RC-13-01049,WB01,W5509,11/6/2025 12:00:00 AM,0.413888889,,62500,WB02,11/6/2025 12:00:00 AM,0.425694444,19250,43250,0,43250
2215,RC-13-01052,WB01,J3721,11/6/2025 12:00:00 AM,0.422916667,,50050,WB02,11/6/2025 12:00:00 AM,0.432638889,14550,35500,0,35500
2216,RC-13-01053,WB01,G8863,11/6/2025 12:00:00 AM,0.421527778,,67550,WB02,11/6/2025 12:00:00 AM,0.433333333,18200,49350,0,49350
2217,RC-13-01054,WB01,K9182,11/6/2025 12:00:00 AM,0.423611111,,64550,WB02,11/6/2025 12:00:00 AM,0.435416667,19500,45050,0,45050
2218,RC-13-01055,WB01,T6288,11/6/2025 12:00:00 AM,0.422222222,,58050,WB02,11/6/2025 12:00:00 AM,0.436805556,18750,39300,0,39300
2219,RC-13-01056,WB01,U5519,11/6/2025 12:00:00 AM,0.425,,58800,WB02,11/6/2025 12:00:00 AM,0.4375,19000,39800,0,39800
2221,RC-14-01159,WB01,S7300,11/6/2025 12:00:00 AM,0.427777778,,62850,WB01,11/6/2025 12:00:00 AM,0.438888889,18950,43900,0,43900
2222,RC-13-01058,WB01,U102,11/6/2025 12:00:00 AM,0.426388889,,55950,WB02,11/6/2025 12:00:00 AM,0.439583333,18600,37350,0,37350
2223,RC-13-01059,WB01,T9955,11/6/2025 12:00:00 AM,0.427083333,,54500,WB02,11/6/2025 12:00:00 AM,0.440277778,16350,38150,0,38150
2224,RC-13-01060,WB01,8683J,11/6/2025 12:00:00 AM,0.425694444,,62900,WB02,11/6/2025 12:00:00 AM,0.441666667,17500,45400,0,45400
2225,RC-13-01061,WB01,Y8288,11/6/2025 12:00:00 AM,0.429166667,,59200,WB02,11/6/2025 12:00:00 AM,0.444444444,20500,38700,0,38700
2226,RC-13-01062,WB01,E738,11/6/2025 12:00:00 AM,0.432638889,,50350,WB02,11/6/2025 12:00:00 AM,0.445138889,17900,32450,0,32450
2227,RC-13-01063,WB01,Y160,11/6/2025 12:00:00 AM,0.430555556,,57950,WB02,11/6/2025 12:00:00 AM,0.445833333,16650,41300,0,41300
2228,RC-13-01064,WB01,Y398,11/6/2025 12:00:00 AM,0.431944444,,55450,WB02,11/6/2025 12:00:00 AM,0.446527778,18650,36800,0,36800
2229,RC-13-01065,WB01,K3182,11/6/2025 12:00:00 AM,0.428472222,,46350,WB02,11/6/2025 12:00:00 AM,0.447222222,13850,32500,0,32500
2230,RC-13-01066,WB01,6838M,11/6/2025 12:00:00 AM,0.433333333,,62600,WB02,11/6/2025 12:00:00 AM,0.447916667,18400,44200,0,44200
2232,RC-13-01068,WB01,M8386,11/6/2025 12:00:00 AM,0.434027778,,57800,WB02,11/6/2025 12:00:00 AM,0.449305556,18900,38900,0,38900
2233,RC-13-01069,WB01,M5988,11/6/2025 12:00:00 AM,0.434722222,,62350,WB02,11/6/2025 12:00:00 AM,0.451388889,18700,43650,0,43650
2234,RC-13-01070,WB01,W6577,11/6/2025 12:00:00 AM,0.447222222,,57500,WB02,11/6/2025 12:00:00 AM,0.455555556,17600,39900,0,39900
2235,RC-13-01071,WB01,U5509,11/6/2025 12:00:00 AM,0.445138889,,56450,WB02,11/6/2025 12:00:00 AM,0.456944444,18000,38450,0,38450
2236,RC-13-01072,WB01,N6883,11/6/2025 12:00:00 AM,0.444444444,,60950,WB02,11/6/2025 12:00:00 AM,0.457638889,17700,43250,0,43250
